Ranking,Title,Genre,Publisher,Year,Directors,Plot,Rating,Votes,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platforms
"133","Ape Escape: On the Loose","Platform","Sony Computer Entertainment","2005","Hideki Katagiri","The story begins when Specter, a white-haired monkey at a monkey park, puts on an experimental Pipo Helmet created by a Professor, which increases his intelligence beyond that of a regular ...                See full summary »",7,21,0.52,0.01,0.12,0.05,0.7,"PSP"
"134","Ape Escape: Pumped & Primed","Misc","Sony Computer Entertainment","2004","Takamitsu Iijima","A Virtual world tournament is held and Spike and the gang are invited. However, the monkeys from his past have also decided to join the tournament too only as rivals. Who will win the tournament?",6.7,15,0.04,0.03,0,0.01,0.08,"PS2"
"135","Apex","Racing","Atari","2003","Antonio Farina","Beginning with a small workshop you must plan, develop, launch and race your claim at producing a new prototype sports car.",5.7,14,0.1,0.03,0,0,0.14,"XB"
"136","Apocalypse","Action","Activision","1998","Missing","Dystopian third person shooter in which a Rambo-like scientist must battle the armies of his demonically possessed mentor who plans to bring about the Apocalypse using the Four Horsemen masked as four powerful people to corrupt the world.",7.3,793,0.25,0.17,0,0.03,0.45,"PS"
"137","Apollo Justice: Ace Attorney","Adventure","Capcom","2007","Mitsuru Endo, Shu Takumi","Apollo Justice, a rookie attorney, befriends a famous attorney who quit being one seven years earlier. Apollo solves four different cases as an attorney and also learns how and why that same attorney lost his badge.",7.3,190,0.32,0.06,0.64,0.04,1.06,"DS"
"138","Aquaman: Battle for Atlantis","Action","TDK Mediactive","2003","Jon Hilliard, Jamie Ottilie, James Ryman, Matt Saia","After being presumed dead, Black Manta has returned and intends to destroy kingdom of Atlantis. In order to protect his subjects and the rest of the seven seas, Aquaman must venture into his city, save his people, and defeat Black Manta.",3.5,93,0.01,0,0,0,0.01,"GC"
"139","Aquaman: Battle for Atlantis","Action","Unknown","2003","Jon Hilliard, Jamie Ottilie, James Ryman, Matt Saia","After being presumed dead, Black Manta has returned and intends to destroy kingdom of Atlantis. In order to protect his subjects and the rest of the seven seas, Aquaman must venture into his city, save his people, and defeat Black Manta.",3.5,93,0.01,0,0,0,0.01,"XB"
"140","Arc Rise Fantasia","Role-Playing","Marvelous Interactive","2009","Hiroyuki Kanemaru","Missing",5.6,7,0.13,0,0.06,0.01,0.19,"Wii"
"141","Arc the Lad","Role-Playing","Sony Computer Entertainment","1995","Victor Ireland, Kou Sato","Only young Arc possesses the power to stop the impending destruction, as he fights his way to unsealing the power of the Ark, with help from his friends Kukuru, Poco, Tosh, Gogen, and Iga.",7.7,25,0,0,1.1,0.01,1.11,"PS"
"142","Arc the Lad II","Role-Playing","Sony Computer Entertainment","1996","Victor Ireland, Kou Sato, Satoshi Tetsuka, Norihiko Yonesaka","Elc, a bounty hunter has a tragic past but he joins forces with Arc to to stop the minions of The Dark One.",8.2,20,0,0,0.92,0.13,1.05,"PS"
"143","Arc the Lad III","Role-Playing","Sony Computer Entertainment","1999","Victor Ireland, Akinori Tomonaga","Alec will continue Arc's heroic quest to save the Earth from evil.",6.7,10,0,0,0.39,0.03,0.42,"PS"
"144","Arc the Lad: Twilight of the Spirits","Role-Playing","Sony Computer Entertainment","2003","Yoshihiro Yamamoto","Two heroes, Darc and Kharg go on a quest to obtain the Great Spirit Stones.",7.8,74,0.18,0.14,0,0.05,0.36,"PS2"
"145","Arcade Party Pak","Misc","Midway Games","1999","Missing","Missing",6.9,12,0.06,0.04,0,0.01,0.11,"PS"
"146","Arcana Heart","Fighting","AQ Interactive","2007","Koji Takaya, Masanori Yoshihara","Missing",6.1,28,0.06,0.05,0.04,0.02,0.16,"PS2"
"147","Arcania: Gothic 4","Role-Playing","JoWood Productions","2010","Todd Resnick","Missing",5.2,155,0.12,0.12,0.01,0.03,0.29,"X360|PC"
"148","Arcania: Gothic 4","Role-Playing","Nordic Games","2010","Todd Resnick","Missing",5.2,155,0.04,0,0,0.01,0.05,"PS4"
"149","Arctic Thunder","Racing","Midway Games","2001","Mike Ault, Jon Sorensen","Missing",7.7,12,0.26,0.16,0,0.05,0.48,"XB|PS2"
"150","Area 51","Shooter","GT Interactive","1996","Missing","An alien virus at Area 51 military base has infected the workers, and the aliens are quickly spreading. As part of the elite S.T.A.R.R. special forces team, you are dropped into live-fire ...                See full summary »",6.2,99,0.4,0.27,0,0.05,0.72,"PS"
"151","Area 51","Shooter","GT Interactive","2005","Missing","In a routine mission, Soldier Ethan Cole must survive a degenerative contamination and find out what is behind everything, which includes events and cases about UFO's and non-terrestrial life covered by the government.",7.2,521,0.4,0.27,0,0.05,0.72,"PS"
"152","Area 51","Shooter","Midway Games","1996","Missing","An alien virus at Area 51 military base has infected the workers, and the aliens are quickly spreading. As part of the elite S.T.A.R.R. special forces team, you are dropped into live-fire ...                See full summary »",6.2,99,0.44,0.23,0,0.07,0.74,"PS2|XB"
"153","Area 51","Shooter","Midway Games","2005","Missing","In a routine mission, Soldier Ethan Cole must survive a degenerative contamination and find out what is behind everything, which includes events and cases about UFO's and non-terrestrial life covered by the government.",7.2,521,0.44,0.23,0,0.07,0.74,"PS2|XB"
"154","Armored Core","Simulation","Sony Computer Entertainment","1997","Toshifumi Nabeshima","In the presumably distant future, the vast majority of Earth's population is wiped out by a cataclysmic war known as the Great Destruction. The harsh conditions that result force the few ...                See full summary »",7.5,51,0.13,0.09,0.16,0.03,0.41,"PS"
"155","Armored Core 2","Simulation","Ubisoft","2000","Missing","Sixty-seven years after the events of the Subterranean Era in prior games, Earth's second largest corporation, Zio Matrix, acquires plans for a research project on Mars, dating back before ...                See full summary »",7.4,29,0.28,0.22,0.23,0.07,0.79,"PS2"
"156","Armored Core 2: Another Age","Simulation","Metro 3D","2001","Missing","Five years after the coup attempt led by Leos Klein the Earth government struggles to realize one of its original objectives, relocating people from the underground cities to the Earth's ...                See full summary »",7,21,0.11,0.08,0.19,0.03,0.41,"PS2"
"157","Armored Core 3","Simulation","Metro 3D","2002","Missing","Set in a post-apocalyptic future, Armored Core 3 depicts a world where mankind has begun to live underneath the Earth's surface after a catastrophic global nuclear war broke out on the ...                See full summary »",6.6,24,0.22,0.17,0.23,0.06,0.67,"PS2"
"158","Armored Core 4","Simulation","505 Games","2006","Hidetaka Miyazaki","The game is set in a dystopia on Earth, where corporations have conquered the world's governing bodies amidst increasing civil unrest and dwindling resources, and established a new world ...                See full summary »",6.4,46,0.28,0.01,0.12,0.03,0.45,"PS3|X360"
"159","Armored Core V","Simulation","Namco Bandai Games","2012","Naoyuki Takahashi, Shota Hirasawa, Hiroyuki Yoshida","The game is set in a futuristic post-apocalyptic war in which the Resistance is engaged in an all out war against the so-called ""FATHER"" and his Corporation. Gameplay and story are featured...                See full summary »",3.9,18,0.22,0.07,0.28,0.03,0.62,"X360|PS3"
"160","Armored Core: For Answer","Simulation","Ubisoft","2008","Hidetaka Miyazaki, Liam O'Brien","Ten years after the National Dismantlement War, the planet has become extremely polluted and is falling apart at the seams. ""The League"", a organization of corporations, have decided to ...                See full summary »",8.4,35,0.12,0.03,0.17,0.02,0.34,"X360|PS3"
"161","Armored Core: Last Raven","Simulation","505 Games","2005","Dai Takemura","In the wake of the now defunct Navis's failed attempt to control recovered ancient weapons technology, the world has been left in tatters. Looking to consolidate power, the Corporations (...                See full summary »",5.9,21,0.05,0.04,0.08,0.01,0.18,"PS2"
"162","Armored Core: Master of Arena","Simulation","From Software","1999","Missing","Behind the scenes in Isaac City, two corporations are embroiled in a vicious fight for control and supremacy over the general populace. During one of the most violent encounters between the...                See full summary »",5.8,17,0.07,0.05,0.13,0.02,0.26,"PS"
"163","Armored Core: Nexus","Simulation","Indie Games","2004","Rintaro Yamada","Years have passed since the incident at the Silent Line, and with it the collaborative effort began by the Corporations in response to it is long gone. The battle between the Corporations ...                See full summary »",5.8,18,0.06,0.05,0.14,0.02,0.26,"PS2"
"164","Armored Core: Nine Breaker","Simulation","505 Games","2004","Missing","During a rare lull in the usually incessant infighting between corporate giants, the world is experiencing its first taste of relative peace in many years. This is not to say that the ...                See full summary »",4.2,14,0.03,0.03,0,0.01,0.07,"PS2"
"165","Armored Core: Project Phantasma","Simulation","From Software","1997","Missing","A Raven operating out of Isaac City receives an unusual request. Not only is the request both vague and cryptic, stating simply: ""Infiltrate the underground urban complex, Amber Crown,"", ...                See full summary »",7,13,0.06,0.04,0.15,0.02,0.28,"PS"
"166","Armored Core: Verdict Day","Simulation","From Software","2013","Naoyuki Takahashi","Verdict Day is set around 100 years after the events of Armored Core V. Following The Raven's victory over Exusia, the contamination that isolated humanity had begun to subside, allowing ...                See full summary »",6.3,7,0,0,0.12,0,0.12,"PS3"
"167","Armorines: Project S.W.A.R.M.","Shooter","Acclaim Entertainment","1999","Missing","A group of marines fitted with advanced futuristic suits of armour protect Earth from an invasion of extraterrestrial, spider-like beings. The Marines protect the Earth by killing the spiders with their weapons.",6.4,35,0.26,0.08,0,0.01,0.34,"PS|N64"
"168","Army Men World War: Final Front","Action","3DO","2001","Pan Oakley","Missing",6.7,19,0.24,0.17,0,0.03,0.44,"PS"
"169","Army Men: Air Attack","Action","3DO","1999","Ann Macdonald, Kudo Tsunoda","Focuses on aerial combat and features protagonist, Cpt. William Blade.",6.3,42,0.47,0.32,0,0.06,0.85,"PS"
"170","Army Men: Air Attack 2","Action","3DO","2000","Michael P. Kennedy","Missing",7.1,35,0.17,0.11,0,0.02,0.3,"PS"
"171","Army Men: Air Combat - The Elite Missions","Shooter","3DO","2003","Missing","Missing",5.2,7,0.01,0,0,0,0.01,"GC"
"172","Army Men: Green Rogue","Action","3DO","2001","Missing","The Green Army is creating a supersoldier, created by the spliced DNA of Sarge's Heroes. The supersoldier is code-named ""Omega Soldier."" A computer Mr. X created that idea. Colonel Grimm ...                See full summary »",6.1,32,0.1,0.07,0,0.02,0.2,"PS|PS2"
"173","Army Men: Sarge's Heroes","Action","3DO","1999","Michael P. Kennedy","In an alternate universe of plastic army men Plastro's evil Tan army invades our giant world, it's up to Sarge's Green army to stop them.",7.1,117,0.99,0.33,0,0.05,1.37,"N64|PS"
"174","Army Men: Sarge's Heroes 2","Shooter","3DO","2000","Michael P. Kennedy","Plastro is back and it's up to Sarge and his men to stop him again.",6.8,56,0.48,0.16,0,0.02,0.66,"PS|N64"
"175","Army Men: Sarge's Heroes 2","Shooter","Midas Interactive Entertainment","2000","Michael P. Kennedy","Plastro is back and it's up to Sarge and his men to stop him again.",6.8,56,0.09,0.07,0,0.02,0.17,"PS2"
"176","Army Men: Sarge's War","Shooter","Global Star","2004","Missing","Missing",6.6,18,0.21,0.05,0,0,0.26,"XB|GC"
"177","Army of Two","Shooter","Electronic Arts","2008","Keith Arem","Tyson Rios and Elliot Salem are two ex Army Rangers turned contractors for a Private Military Corporation. They embark on missions ranging from the caves of Afghanistan all the way to abandoned villages of China.",6.8,898,1.83,0.64,0.04,0.31,2.82,"X360|PS3"
"178","Army of Two: The 40th Day","Shooter","Electronic Arts","2010","Alex Hutchinson","Tyson Rios and Elliot Salem must fight to survive and prevail over invading forces that have engulfed Shanghai, China in a devastating terrorist attack.",7.1,570,1.18,0.64,0.01,0.28,2.12,"PS3|PSP|X360"
"179","Army of Two: The Devil's Cartel","Shooter","Electronic Arts","2013","Julian Beak, Tony de Waal","Two rookies, Alpha and Bravo take on the Mexican drug cartel. Now with co-op mode, and 50 story objectives with higher tension each mission.",6.9,474,0.27,0.18,0.01,0.07,0.54,"PS3|X360"
"180","Art Academy","Misc","Nintendo","2009","Missing","Missing",6.4,7,0.28,1.68,0.33,0.28,2.57,"DS"
"181","Art of Fighting 3: The Path of the Warrior","Fighting","SNK","1996","Missing","The third Art of Fighting game in the series.",6.7,70,0,0,0.04,0,0.04,"NG"
"182","Arx Fatalis","Role-Playing","Mindscape","2002","Raphael Colantonio","Arx was a once a prosperous place. However, after one night the sun of the world of Exosta never rose again, and the blistering cold forced their inhabitants into the dwarf mines. There, a ...                See full summary »",8,93,0.04,0.01,0,0,0.05,"XB"
